track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,597,59700,pedestrian/bicycle,971.943,985.922,-1.332,0.284
P1,598,59800,pedestrian/bicycle,971.81,985.95,-1.328,0.276
P1,599,59900,pedestrian/bicycle,971.678,985.977,-1.323,0.271
P1,600,60000,pedestrian/bicycle,971.546,986.004,-1.32,0.267
P1,601,60100,pedestrian/bicycle,971.414,986.031,-1.315,0.264
P1,602,60200,pedestrian/bicycle,971.283,986.057,-1.304,0.263
P1,603,60300,pedestrian/bicycle,971.153,986.084,-1.29,0.264
P1,604,60400,pedestrian/bicycle,971.025,986.11,-1.275,0.266
P1,605,60500,pedestrian/bicycle,970.898,986.137,-1.257,0.263
P1,606,60600,pedestrian/bicycle,970.774,986.162,-1.235,0.255
P1,607,60700,pedestrian/bicycle,970.652,986.187,-1.208,0.242
P1,608,60800,pedestrian/bicycle,970.532,986.211,-1.181,0.229
P1,609,60900,pedestrian/bicycle,970.415,986.233,-1.159,0.217
P1,610,61000,pedestrian/bicycle,970.3,986.255,-1.143,0.209
P1,611,61100,pedestrian/bicycle,970.186,986.275,-1.131,0.204
P1,612,61200,pedestrian/bicycle,970.074,986.295,-1.12,0.2
P1,613,61300,pedestrian/bicycle,969.962,986.315,-1.112,0.197
P1,614,61400,pedestrian/bicycle,969.851,986.335,-1.109,0.197
