Location,Country,Year,Number of accidents,Killed,Injured
Outside built-up areas,Bulgaria,2002,1956,483,2607
Outside built-up areas,Bulgaria,2003,2148,498,2949
Outside built-up areas,Bulgaria,2004,2441,512,3383
Outside built-up areas,Bulgaria,2005,2462,512,
Outside built-up areas,Bulgaria,2006,2646,647,
Outside built-up areas,Bulgaria,2007,2270,495,
Outside built-up areas,Bulgaria,2008,2518,576,3465
Outside built-up areas,Bulgaria,2009,2345,553,3137
Outside built-up areas,Bulgaria,2010,2027,427,2830
Outside built-up areas,Bulgaria,2011,1861,385,2657
Outside built-up areas,Bulgaria,2012,1855,348,2606
Outside built-up areas,Bulgaria,2013,1934,354,2721
Outside built-up areas,Bulgaria,2014,1946,371,2783
Outside built-up areas,Bulgaria,2015,2094,379,2945
Outside built-up areas,Bulgaria,2016,2347,428,3348
Outside built-up areas,Bulgaria,2017,2161,420,3101
Outside built-up areas,Bulgaria,2018,2209,339,3171
Outside built-up areas,Bulgaria,2019,2282,351,3268
Outside built-up areas,Bulgaria,2020,1941,284,2706
Outside built-up areas,Bulgaria,2021,2120,322,2974
Outside built-up areas,Bulgaria,2022,,,
Outside built-up areas,Canada,1993,42157,2091,65327
Outside built-up areas,Canada,1994,,,
Outside built-up areas,Canada,1995,,,
Outside built-up areas,Canada,1996,,,
Outside built-up areas,Canada,1997,,,
Outside built-up areas,Canada,1998,,,
Outside built-up areas,Canada,1999,,,
Outside built-up areas,Canada,2000,34952,1659,52819
Outside built-up areas,Canada,2001,33513,1639,50526
Outside built-up areas,Canada,2002,35596,1677,53115
Outside built-up areas,Canada,2003,34730,1548,51511
Outside built-up areas,Canada,2004,34031,1501,49960
Outside built-up areas,Canada,2005,34196,1628,49328
Outside built-up areas,Canada,2006,34020,1550,48883
Outside built-up areas,Canada,2007,32817,1540,46709
Outside built-up areas,Canada,2008,30266,1357,43277
Outside built-up areas,Canada,2009,28961,1227,40954
Outside built-up areas,Canada,2010,28759,1186,40528
Outside built-up areas,Canada,2011,28176,1032,39950
Outside built-up areas,Canada,2012,27618,1075,38504
Outside built-up areas,Canada,2013,26315,1043,36764
Outside built-up areas,Canada,2014,25282,991,35365
Outside built-up areas,Canada,2015,24992,1014,35134
Outside built-up areas,Canada,2016,25300,944,35063
Outside built-up areas,Canada,2017,24989,944,34524
Outside built-up areas,Canada,2018,24013,1018,33561
Outside built-up areas,Canada,2019,22521,866,31255
Outside built-up areas,Canada,2020,19104,906,25854
Outside built-up areas,Canada,2021,,,
Outside built-up areas,Canada,2022,,,
Outside built-up areas,Croatia,1993,1329,175,2073
Outside built-up areas,Croatia,1994,1823,180,2959
Outside built-up areas,Croatia,1995,1738,217,3291
Outside built-up areas,Croatia,1996,1774,200,2832
Outside built-up areas,Croatia,1997,1511,192,3147
Outside built-up areas,Croatia,1998,2030,169,3317
Outside built-up areas,Croatia,1999,2134,210,3496
Outside built-up areas,Croatia,2000,2355,176,3987
Outside built-up areas,Croatia,2001,2463,227,4064
Outside built-up areas,Croatia,2002,2718,174,4398
Outside built-up areas,Croatia,2003,2916,235,4633
Outside built-up areas,Croatia,2004,3517,263,5551
Outside built-up areas,Croatia,2005,3065,198,4542
Outside built-up areas,Croatia,2006,3198,204,4882
Outside built-up areas,Croatia,2007,3586,226,5374
Outside built-up areas,Croatia,2008,3286,183,4925
Outside built-up areas,Croatia,2009,3079,189,4559
Outside built-up areas,Croatia,2010,2492,128,3730
Outside built-up areas,Croatia,2011,2323,143,3528
Outside built-up areas,Croatia,2012,2036,121,3073
Outside built-up areas,Croatia,2013,1950,117,2841
Outside built-up areas,Croatia,2014,1758,95,2565
Outside built-up areas,Croatia,2015,1849,112,2746
Outside built-up areas,Croatia,2016,1791,97,2680
Outside built-up areas,Croatia,2017,1958,123,2865
Outside built-up areas,Croatia,2018,1899,114,2766
Outside built-up areas,Croatia,2019,1870,115,2677
Outside built-up areas,Croatia,2020,1227,76,1722
Outside built-up areas,Croatia,2021,1554,93,2164
Outside built-up areas,Croatia,2022,,,
Outside built-up areas,Cyprus,1993,,51,1313
Outside built-up areas,Cyprus,1994,,,
Outside built-up areas,Cyprus,1995,,,
Outside built-up areas,Cyprus,1996,,,
Outside built-up areas,Cyprus,1997,,,
Outside built-up areas,Cyprus,1998,,,
Outside built-up areas,Cyprus,1999,,,
Outside built-up areas,Cyprus,2000,,,
Outside built-up areas,Cyprus,2001,,,
Outside built-up areas,Cyprus,2002,,,
Outside built-up areas,Cyprus,2003,,,
Outside built-up areas,Cyprus,2004,,,
Outside built-up areas,Cyprus,2005,,28,341
Outside built-up areas,Cyprus,2006,,24,370
Outside built-up areas,Cyprus,2007,,27,320
Outside built-up areas,Cyprus,2008,,18,250
Outside built-up areas,Cyprus,2009,,22,219
Outside built-up areas,Cyprus,2010,123,10,212
Outside built-up areas,Cyprus,2011,138,24,203
Outside built-up areas,Cyprus,2012,115,17,201
Outside built-up areas,Cyprus,2013,100,12,165
Outside built-up areas,Cyprus,2014,83,8,134
Outside built-up areas,Cyprus,2015,76,14,129
Outside built-up areas,Cyprus,2016,78,10,141
Outside built-up areas,Cyprus,2017,,,
Outside built-up areas,Cyprus,2018,,,
Outside built-up areas,Cyprus,2019,,,
Outside built-up areas,Cyprus,2020,,,
Outside built-up areas,Cyprus,2021,,,
Outside built-up areas,Cyprus,2022,,,
Outside built-up areas,Czechia,1993,7866,726,11416
Outside built-up areas,Czechia,1994,8544,804,12433
Outside built-up areas,Czechia,1995,9093,812,13285
Outside built-up areas,Czechia,1996,9167,804,13302
Outside built-up areas,Czechia,1997,9239,861,13409
Outside built-up areas,Czechia,1998,9322,758,13549
Outside built-up areas,Czechia,1999,9517,827,13687
Outside built-up areas,Czechia,2000,8623,828,12215
Outside built-up areas,Czechia,2001,9055,765,13292
Outside built-up areas,Czechia,2002,9243,807,13240
Outside built-up areas,Czechia,2003,9940,843,14157
Outside built-up areas,Czechia,2004,9544,799,13596
Outside built-up areas,Czechia,2005,9153,738,12836
